adm1.x,adm2.x,adm1.y,adm2.y,adm1.distance,adm2.distance,distance,accepted
Agua Grande,Atras do Estadio,Agua Grande,Atras do Estadio,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
Agua Grande,Boa Morte,Agua Grande,Boa Morte,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
Agua Grande,Budo Budo,Agua Grande,Budo Budo,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
Agua Grande,Campo de Milho,Agua Grande,Campo de Milho,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
Agua Grande,Chacara,Agua Grande,Chacara,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
Agua Grande,Cruz Mami,Agua Grande,Cruz Mami,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
Agua Grande,Fundacao Popular,Agua Grande,Fundacao Popular,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
Agua Grande,Dolores,Agua Grande,Dolores,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
Agua Grande,Hospital,Agua Grande,Hospital,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
Agua Grande,Palha,Agua Grande,Palha,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
Agua Grande,Ponta Mina,Agua Grande,Ponta Mina,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
Agua Grande,Praia Cruz,Agua Grande,Praia Cruz,0.0606060606060606,5.55111512312578e-17,0.0606060606060607,Yes
