adm1.x,adm2.x,adm1.y,adm2.y,adm1.distance,adm2.distance,distance,accepted
Cantagalo,Agua Ize*,Cantagalo,Agua Ize,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Agua Grande,Almeirim*,Agua Grande,Almeirim,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Mezochi,Favorita*,Mezochi,Favorita,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Mezochi,Filipina*,Mezochi,Filipina,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Lobata,Mesquita*,Lobata,Mesquita,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Lobata,Planca I,Lobata,Plancas I,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Lobata,Quibanza*,Lobata,Quibanza,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Mezochi,Quifinda*,Mezochi,Quifinda,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Agua Grande,Quilombo*,Agua Grande,Quilombo,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Lobata,Santarem*,Lobata,Santarem,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Agua Grande,Sao Joao da Vargen,Agua Grande,Sao Joao da Vargem,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Cantagalo,Zandrigo*,Cantagalo,Zandrigo,5.55111512312578e-17,0.0370370370370371,0.0370370370370372,Yes
Agua Grande,Rua 3 de Fevereiro,Agua Grande,Rua 3 de Fevreiro,5.55111512312578e-17,0.0381263616557735,0.0381263616557735,Yes
Lobata,Vale Dos Prazeres,Lobata,Vale dos Prazeres,5.55111512312578e-17,0.0392156862745099,0.0392156862745099,Yes
Mezochi,Cassuma*,Mezochi,Cassuma,5.55111512312578e-17,0.0416666666666667,0.0416666666666668,Yes
Cantagalo,Castelo*,Cantagalo,Castelo,5.55111512312578e-17,0.0416666666666667,0.0416666666666668,Yes
Agua Grande,Chacara*,Agua Grande,Chacara,5.55111512312578e-17,0.0416666666666667,0.0416666666666668,Yes
Lobata,Correia*,Lobata,Correia,5.55111512312578e-17,0.0416666666666667,0.0416666666666668,Yes
Lobata,Maianco*,Lobata,Maianco,5.55111512312578e-17,0.0416666666666667,0.0416666666666668,Yes
Cantagalo,Micondo*,Cantagalo,Micondo,5.55111512312578e-17,0.0416666666666667,0.0416666666666668,Yes
Agua Grande,Praia Francesa *,Agua Grande,Praia Francesa,5.55111512312578e-17,0.0416666666666667,0.0416666666666668,Yes
Mezochi,Caixao Grande *,Mezochi,Caixao Grande,5.55111512312578e-17,0.0444444444444445,0.0444444444444445,Yes
Mezochi,Blublu*,Mezochi,Blublu,5.55111512312578e-17,0.0476190476190477,0.0476190476190477,Yes
Mezochi,Bombom*,Mezochi,Bombom,5.55111512312578e-17,0.0476190476190477,0.0476190476190477,Yes
Mezochi,Capela*,Mezochi,Capela,5.55111512312578e-17,0.0476190476190477,0.0476190476190477,Yes
Cantagalo,Concon*,Cantagalo,Concon,5.55111512312578e-17,0.0476190476190477,0.0476190476190477,Yes
Principe,Hospital Velho,Principe,Hospital velho,5.55111512312578e-17,0.0476190476190477,0.0476190476190477,Yes
Lemba,Rosema*,Lemba,Rosema,5.55111512312578e-17,0.0476190476190477,0.0476190476190477,Yes
Lobata,Oque Maquina*,Lobata,OqueMaquina,5.55111512312578e-17,0.0512820512820513,0.0512820512820514,Yes
Agua Grande,Agua Porca *,Agua Grande,Agua Porca,5.55111512312578e-17,0.0555555555555556,0.0555555555555556,Yes
Lobata,Conde*,Lobata,Conde,5.55111512312578e-17,0.0555555555555556,0.0555555555555556,Yes
Mezochi,Cova Barro *,Mezochi,Cova Barro,5.55111512312578e-17,0.0555555555555556,0.0555555555555556,Yes
Mezochi,Folha Fede *,Mezochi,Folha Fede,5.55111512312578e-17,0.0555555555555556,0.0555555555555556,Yes
Mezochi,Mato Andim *,Mezochi,Mato Andim,5.55111512312578e-17,0.0555555555555556,0.0555555555555556,Yes
Agua Grande,Palha*,Agua Grande,Palha,5.55111512312578e-17,0.0555555555555556,0.0555555555555556,Yes
Lobata,Santa Tereza,Lobata,Santa Teresa,5.55111512312578e-17,0.0555555555555557,0.0555555555555558,Yes
Lobata,Vale Dos Prazeres*,Lobata,Vale dos Prazeres,5.55111512312578e-17,0.0566448801742921,0.0566448801742921,Yes
